title,journal,pubmed_id,gseID
Cell-Type Specific Sequencing Of Micrornas From Complex Animal Tissues,Nature methods,29481550,GSE107229_GSE104470_GSE104469_GSE104467_GSE104466_GSE104378
"Bias, Robustness And Scalability In Single-Cell Differential Expression Analysis",Nature methods,29481549,notAvailable
Single-Cell Bioluminescence Imaging Of Deep Tissue In Freely Moving Animals,"Science (New York, N.Y.)",29472486,notAvailable
Cellular Imaging By Targeted Assembly Of Hot-Spot Sers And Photoacoustic Nanoprobes Using Split-Fluorescent Protein Scaffolds,Nature communications,29426856,notAvailable
"High-Dimensional Single-Cell Mapping Of Central Nervous System Immune Cells Reveals Distinct Myeloid Subsets In Health, Aging, And Disease",Immunity,29426702,notAvailable
Graded Arrays Of Spinal And Supraspinal V2A Interneuron Subtypes Underlie Forelimb And Hindlimb Motor Control,Neuron,29398364,GSE108790_GSE108788_GSE108775
Highly Parallel Single-Cell Force Cytometry,Nature biomedical engineering,31015626,notAvailable
The Honeycomb Maze Provides A Novel Test To Study Hippocampal-Dependent Spatial Navigation,Nature,29364869,notAvailable
Single-Cell Genomics Of Multiple Uncultured Stramenopiles Reveals Underestimated Functional Diversity Across Oceans,Nature communications,29358710,notAvailable
Precursors Of Human Cd,Science immunology,29352091,GSE106544_GSE106543_GSE106542_GSE106541_GSE106540
Conserved Properties Of Dentate Gyrus Neurogenesis Across Postnatal Development Revealed By Single-Cell Rna Sequencing,Nature neuroscience,29335606,GSE104323_GSE095753_GSE095752_GSE095315
Monitoring Single-Cell Gene Regulation Under Dynamically Controllable Conditions With Integrated Microfluidics And Software,Nature communications,29335514,notAvailable
Detection Of Human Disease Conditions By Single-Cell Morpho-Rheological Phenotyping Of Blood,eLife,29331015,notAvailable
Single-Cell Genomics: A Stepping Stone For Future Immunology Discoveries,Cell,29328909,notAvailable
The Epigenetic Control Of Stemness In Cd,"Science (New York, N.Y.)",29326266,GSE106268_GSE106267_GSE106265_GSE106264_GSE105163
Clonal Analysis Of Lineage Fate In Native Haematopoiesis,Nature,29323290,GSE090742
Defining Murine Organogenesis At Single-Cell Resolution Reveals A Role For The Leukotriene Pathway In Regulating Blood Progenitor Formation,Nature cell biology,29311656,notAvailable
High-Dimensional Single-Cell Analysis Predicts Response To Anti-Pd-1 Immunotherapy,Nature medicine,29309059,notAvailable
Multiclonal Invasion In Breast Tumors Identified By Topographic Single Cell Sequencing,Cell,29307488,notAvailable
Simultaneous Multiplexed Imaging Of Mrna And Proteins With Subcellular Resolution In Breast Cancer Tissue Samples By Mass Cytometry,Cell systems,29289569,notAvailable
Single-Cell Dna Methylome Sequencing Of Human Preimplantation Embryos,Nature genetics,29255258,GSE081233
Genome-Wide Mapping Of Sister Chromatid Exchange Events In Single Yeast Cells Using Strand-Seq,eLife,29231811,notAvailable
Phenotypic Diversity And Temporal Variability In A Bacterial Signaling Network Revealed By Single-Cell Fret,eLife,29231170,notAvailable
Multiple Sources Of Slow Activity Fluctuations In A Bacterial Chemosensory Network,eLife,29231168,notAvailable
Homeostatic Cell Growth Is Accomplished Mechanically Through Membrane Tension Inhibition Of Cell-Wall Synthesis,Cell systems,29203279,notAvailable
Single-Cell Transcriptome Analysis Of Avian Neural Crest Migration Reveals Signatures Of Invasion And Molecular Transitions,eLife,29199959,GSE108230_GSE108221_GSE108199
Synaptic And Peptidergic Connectome Of A Neurosecretory Center In The Annelid Brain,eLife,29199953,notAvailable
Antibody Tumor Targeting Is Enhanced By Cd27 Agonists Through Myeloid Recruitment,Cancer cell,29198913,GSE097037
Inference Of Differentiation Time For Single Cell Transcriptomes Using Cell Population Reference Data,Nature communications,29187729,GSE085234
Identification Of A Neural Crest Stem Cell Niche By Spatial Genomic Analysis,Nature communications,29184067,notAvailable
Visual Analysis Of Mass Cytometry Data By Hierarchical Stochastic Neighbour Embedding Reveals Rare Cell Types,Nature communications,29170529,notAvailable
Single-Cell Absolute Contact Probability Detection Reveals Chromosomes Are Organized By Multiple Low-Frequency Yet Specific Interactions,Nature communications,29170434,GSE104961
Single-Cell Analysis Reveals The Continuum Of Human Lympho-Myeloid Progenitor Cells,Nature immunology,29167569,GSE100618
A Programmed Cell Division Delay Preserves Genome Integrity During Natural Genetic Transformation In Streptococcus Pneumoniae,Nature communications,29158515,notAvailable
Construction Of Developmental Lineage Relationships In The Mouse Mammary Gland By Single-Cell Rna Profiling,Nature communications,29158510,GSE103275_GSE103272_GSE098131_GSE095448_GSE095445_GSE095436_GSE095434_GSE095432_GSE095430
Unsupervised Trajectory Analysis Of Single-Cell Rna-Seq And Imaging Data Reveals Alternative Tuft Cell Origins In The Gut,Cell systems,29153838,GSE102698
Classifying Drosophila Olfactory Projection Neuron Subtypes By Single-Cell Rna Sequencing,Cell,29149607,GSE100058
Rapid Dna Replication Origin Licensing Protects Stem Cell Pluripotency,eLife,29148972,notAvailable
A Single-Cell Survey Of The Small Intestinal Epithelium,Nature,29144463,GSE092332
Shaping Bacterial Population Behavior Through Computer-Interfaced Control Of Individual Cells,Nature communications,29142298,notAvailable
Simultaneous Enumeration Of Cancer And Immune Cell Types From Bulk Tumor Gene Expression Data,eLife,29130882,GSE093722
Ultra-Selective Looming Detection From Radial Motion Opponency,Nature,29120418,notAvailable
Scenic: Single-Cell Regulatory Network Inference And Clustering,Nature methods,28991892,GSE099466
Genetics: Sex And The Single Cell,Nature,28976954,notAvailable
Single-Cell Analysis Of Human Pancreas Reveals Transcriptional Signatures Of Aging And Somatic Mutation Patterns,Cell,28965763,GSE081547
Whole-Tissue Biopsy Phenotyping Of Three-Dimensional Tumours Reveals Patterns Of Cancer Heterogeneity,Nature biomedical engineering,31015588,notAvailable
Single-Cell Sequencing Reveals Dissociation-Induced Gene Expression In Tissue Subpopulations,Nature methods,28960196,GSE085755
Algorithmic Advances And Applications From Recomb 2017,Cell systems,28957652,notAvailable
Modeling Somatic And Dendritic Spike Mediated Plasticity At The Single Neuron And Network Level,Nature communications,28951585,notAvailable
High-Throughput Microfluidic Labyrinth For The Label-Free Isolation Of Circulating Tumor Cells,Cell systems,28941584,notAvailable
Different Developmental Histories Of Beta-Cells Generate Functional And Proliferative Heterogeneity During Islet Growth,Nature communications,28939870,notAvailable
Ctcf-Mediated Enhancer-Promoter Interaction Is A Critical Regulator Of Cell-To-Cell Variation Of Gene Expression,Molecular cell,28938092,GSE066343
Thirst-Associated Preoptic Neurons Encode An Aversive Motivational Drive,"Science (New York, N.Y.)",28912243,GSE101487
Ctag-Paperclip Reveals Alternative Polyadenylation Promotes Cell-Type Specific Protein Diversity And Shifts Araf Isoforms With Microglia Activation,Neuron,28910620,GSE094054
The Neuropeptide Nmu Amplifies Ilc2-Driven Allergic Lung Inflammation,Nature,28902842,GSE102299
Multiscale Cytometry And Regulation Of 3D Cell Cultures On A Chip,Nature communications,28883466,notAvailable
Reactivation Of Dead Sulfide Species In Lithium Polysulfide Flow Battery For Grid Scale Energy Storage,Nature communications,28878273,notAvailable
Microglia Turnover With Aging And In An Alzheimer'S Model Via Long-Term In Vivo Single-Cell Imaging,Nature neuroscience,28846081,notAvailable
"Principles Of Systems Biology, No. 20",Cell systems,28837813,notAvailable
Live-Cell P53 Single-Molecule Binding Is Modulated By C-Terminal Acetylation And Correlates With Transcriptional Activity,Nature communications,28827596,notAvailable
Chromvar: Inferring Transcription-Factor-Associated Accessibility From Single-Cell Epigenomic Data,Nature methods,28825706,GSE099172
Comprehensive Single-Cell Transcriptional Profiling Of A Multicellular Organism,"Science (New York, N.Y.)",28818938,GSE098561
Erratum: High-Throughput Quantitation Of Inorganic Nanoparticle Biodistribution At The Single-Cell Level Using Mass Cytometry,Nature communications,28805202,notAvailable
Single-Cell Analyses Identify Bioengineered Niches For Enhanced Maintenance Of Hematopoietic Stem Cells,Nature communications,28790449,notAvailable
The Methyltransferase Setdb1 Regulates A Large Neuron-Specific Topological Chromatin Domain,Nature genetics,28671686,GSE099363
Mark4 Regulates Nlrp3 Positioning And Inflammasome Activation Through A Microtubule-Dependent Mechanism,Nature communications,28656979,notAvailable
"Simultaneous Measurement Of Chromatin Accessibility, Dna Methylation, And Nucleosome Phasing In Single Cells",eLife,28653622,GSE083882
Flipping Between Polycomb Repressed And Active Transcriptional States Introduces Noise In Gene Expression,Nature communications,28652613,notAvailable
An Optimized Shotgun Strategy For The Rapid Generation Of Comprehensive Human Proteomes,Cell systems,28601559,notAvailable
Genomic Characterization Of Murine Monocytes Reveals C/Ebpβ Transcription Factor Dependence Of Ly6,Immunity,28514690,GSE095702_GSE095701_GSE095411_GSE095409_GSE095408
Identification Of Preoptic Sleep Neurons Using Retrograde Labelling And Gene Profiling,Nature,28514446,GSE079108
Deconstructing Olfactory Stem Cell Trajectories At Single-Cell Resolution,Cell stem cell,28506465,GSE095601
Recruited Monocytes And Type 2 Immunity Promote Lung Regeneration Following Pneumonectomy,Cell stem cell,28506464,notAvailable
Normalizing Single-Cell Rna Sequencing Data: Challenges And Opportunities,Nature methods,28504683,notAvailable
Mosaic Analysis With Double Markers Reveals Distinct Sequential Functions Of Lgl1 In Neural Stem Cells,Neuron,28472654,notAvailable
Tet2 Loss Leads To Hypermutagenicity In Haematopoietic Stem/Progenitor Cells,Nature communications,28440315,GSE074390
Scnorm: Robust Normalization Of Single-Cell Rna-Seq Data,Nature methods,28418000,GSE085917
Multiplexed Engineering And Analysis Of Combinatorial Enhancer Activity In Single Cells,Molecular cell,28416141,GSE096827_GSE081884_GSE081848_GSE081750_GSE081749_GSE081748_GSE081747_GSE081412
High-Resolution Myogenic Lineage Mapping By Single-Cell Mass Cytometry,Nature cell biology,28414312,notAvailable
Single-Cell Whole-Genome Analyses By Linear Amplification Via Transposon Insertion (Lianti),"Science (New York, N.Y.)",28408603,notAvailable
Measuring Signaling And Rna-Seq In The Same Cell Links Gene Expression To Dynamic Patterns Of Nf-Κb Activation,Cell systems,28396000,GSE094383
A Tunable Diffusion-Consumption Mechanism Of Cytokine Propagation Enables Plasticity In Cell-To-Cell Communication In The Immune System,Immunity,28389069,notAvailable
Derivation Of Pluripotent Stem Cells With In Vivo Embryonic And Extraembryonic Potency,Cell,28388409,GSE089303_GSE089301_GSE080732
Genetically Distinct Parallel Pathways In The Entopeduncular Nucleus For Limbic And Sensorimotor Output Of The Basal Ganglia,Neuron,28384468,GSE095133
Subcellular Tracking Reveals The Location Of Dimethylsulfoniopropionate In Microalgae And Visualises Its Uptake By Marine Bacteria,eLife,28371617,notAvailable
Sc3: Consensus Clustering Of Single-Cell Rna-Seq Data,Nature methods,28346451,GSE079102
"Principles Of Systems Biology, No. 15",Cell systems,28334572,notAvailable
Dynamics Of Embryonic Stem Cell Differentiation Inferred From Single-Cell Transcriptomics Show A Series Of Transitions Through Discrete Cell States,eLife,28296635,GSE105054
Single-Cell Tracking Of Flavivirus Rna Uncovers Species-Specific Interactions With The Immune System Dictating Disease Outcome,Nature communications,28290449,notAvailable
Photothermally Triggered Actuation Of Hybrid Materials As A New Platform For In Vitro Cell Manipulation,Nature communications,28287116,notAvailable
Systemic Human Ilc Precursors Provide A Substrate For Tissue Ilc Differentiation,Cell,28283063,GSE090834_GSE090640
Position- And Hippo Signaling-Dependent Plasticity During Lineage Segregation In The Early Mouse Embryo,eLife,28226240,GSE084892
Baring Cellular Souls,Science translational medicine,28202776,notAvailable
Sequencing Thousands Of Single-Cell Genomes With Combinatorial Indexing,Nature methods,28135258,notAvailable
Single-Cell Mrna Quantification And Differential Analysis With Census,Nature methods,28114287,notAvailable
Nematophagous Fungus,eLife,28098555,notAvailable
Homeodomain Protein Otp Affects Developmental Neuropeptide Switching In Oxytocin Neurons Associated With A Long-Term Effect On Social Behavior,eLife,28094761,notAvailable
Single-Cell Analysis Reveals A Close Relationship Between Differentiating Dopamine And Subthalamic Nucleus Neuronal Lineages,Cell stem cell,28094018,GSE087069
Lipid Desaturation Is A Metabolic Marker And Therapeutic Target Of Ovarian Cancer Stem Cells,Cell stem cell,28041894,notAvailable
Adequate Immune Response Ensured By Binary Il-2 And Graded Cd25 Expression In A Murine Transfer Model,eLife,28035902,notAvailable
Xact Noncoding Rna Competes With Xist In The Control Of X Chromosome Activity During Human Early Development,Cell stem cell,27989768,notAvailable
Evolution Of Multiple Cell Clones Over A 29-Year Period Of A Cll Patient,Nature communications,27982015,notAvailable
"Characterization Of Rare, Dormant, And Therapy-Resistant Cells In Acute Lymphoblastic Leukemia",Cancer cell,27916615,GSE083142
Circadian Time Signatures Of Fitness And Disease,"Science (New York, N.Y.)",27885004,notAvailable
Analysis Of Cell Lineage Trees By Exact Bayesian Inference Identifies Negative Autoregulation Of Nanog In Mouse Embryonic Stem Cells,Cell systems,27883891,notAvailable
Clonal Fate Mapping Quantifies The Number Of Haematopoietic Stem Cells That Arise During Development,Nature cell biology,27870830,notAvailable
Asynchronous Fate Decisions By Single Cells Collectively Ensure Consistent Lineage Composition In The Mouse Blastocyst,Nature communications,27857135,notAvailable
Vasculogenic Mimicry In Small Cell Lung Cancer,Nature communications,27827359,notAvailable
Genetic Interrogation Of Circulating Multiple Myeloma Cells At Single-Cell Resolution,Science translational medicine,27807282,notAvailable
Single-Cell Rna-Seq Identifies A Pd-,Nature,27749818,notAvailable
Initial Seeding Of The Embryonic Thymus By Immune-Restricted Lympho-Myeloid Progenitors,Nature immunology,27695000,GSE076140
Single-Cell Lineage Tracing In The Mammary Gland Reveals Stochastic Clonal Dispersion Of Stem/Progenitor Cell Progeny,Nature communications,27779190,notAvailable
In Situ Transcription Profiling Of Single Cells Reveals Spatial Organization Of Cells In The Mouse Hippocampus,Neuron,27764670,notAvailable
Self-Renewal Of A Purified Tie2+ Hematopoietic Stem Cell Population Relies On Mitochondrial Clearance,"Science (New York, N.Y.)",27738012,notAvailable
Microfluidic Cantilever Detects Bacteria And Measures Their Susceptibility To Antibiotics In Small Confined Volumes,Nature communications,27698375,notAvailable
Single-Cell Transcriptomics Reveals That Differentiation And Spatial Signatures Shape Epidermal And Hair Follicle Heterogeneity,Cell systems,27641957,GSE067602
Eyes On Translation,Molecular cell,27635758,notAvailable
A Distinct Gene Module For Dysfunction Uncoupled From Activation In Tumor-Infiltrating T Cells,Cell,27610572,GSE086042_GSE086039_GSE086031_GSE086030_GSE086028_GSE085954_GSE085951_GSE085947
Disentangling Neural Cell Diversity Using Single-Cell Transcriptomics,Nature neuroscience,27571192,notAvailable
Single-Cell Multimodal Profiling Reveals Cellular Epigenetic Heterogeneity,Nature methods,27525975,notAvailable
"Mapping The Pairwise Choices Leading From Pluripotency To Human Bone, Heart, And Other Mesoderm Cell Types",Cell,27419872,GSE085066
Early Myeloid Lineage Choice Is Not Initiated By Random Pu.1 To Gata1 Protein Ratios,Nature,27411635,notAvailable
Microfluidic Single-Cell Transcriptional Analysis Rationally Identifies Novel Surface Marker Profiles To Enhance Cell-Based Therapies,Nature communications,27324848,notAvailable
The Landscape Of Accessible Chromatin In Mammalian Preimplantation Embryos,Nature,27309802,GSE079935_GSE066582_GSE066581_GSE066390
Oligodendrocyte Heterogeneity In The Mouse Juvenile And Adult Central Nervous System,"Science (New York, N.Y.)",27284195,GSE075330
"What'S Luck Got To Do With It: Single Cells, Multiple Fates, And Biological Nondeterminism",Molecular cell,27259209,notAvailable
Visualizing Clonal Evolution In Cancer,Molecular cell,27259197,notAvailable
A Mechanogenetic Toolkit For Interrogating Cell Signaling In Space And Time,Cell,27180907,notAvailable
"Mass Cytometry: Single Cells, Many Features",Cell,27153492,notAvailable
Transcriptome Encyclopedia Of Early Human Development,Cell,27153491,notAvailable
Understanding How Zika Virus Enters And Infects Neural Target Cells,Cell stem cell,27152436,notAvailable
Highly Variable Cancer Subpopulations That Exhibit Enhanced Transcriptome Variability And Metastatic Fitness,Nature communications,27138336,GSE078527
Imaging Large-Scale Cellular Activity In Spinal Cord Of Freely Behaving Mice,Nature communications,27121084,notAvailable
Real-Time Quantification Of Protein Expression At The Single-Cell Level Via Dynamic Protein Synthesis Translocation Reporters,Nature communications,27098003,notAvailable
Nuclear Rna-Seq Of Single Neurons Reveals Molecular Signatures Of Activation,Nature communications,27090946,GSE077067
Distinct Myeloid Progenitor-Differentiation Pathways Identified Through Single-Cell Rna Sequencing,Nature immunology,27043410,GSE077029_GSE049241
Dynamics Of Epigenetic Regulation At The Single-Cell Level,"Science (New York, N.Y.)",26912859,notAvailable
A Continuum Model Of Transcriptional Bursting,eLife,26896676,notAvailable
Tgfβ-Dependent Expression Of Pd-1 And Pd-L1 Controls Cd8(+) T Cell Anergy In Transplant Tolerance,eLife,26824266,GSE068208
An Analysis Toolbox To Explore Mesenchymal Migration Heterogeneity Reveals Adaptive Switching Between Distinct Modes,eLife,26821527,notAvailable
Imaging Tumour Cell Heterogeneity Following Cell Transplantation Into Optically Clear Immune-Deficient Zebrafish,Nature communications,26790525,notAvailable
Mitofusin 2 Maintains Haematopoietic Stem Cells With Extensive Lymphoid Potential,Nature,26789249,notAvailable
Single-Cell Analysis Defines The Divergence Between The Innate Lymphoid Cell Lineage And Lymphoid Tissue-Inducer Cell Lineage,Nature immunology,26779601,GSE076407
Parallel Single-Cell Sequencing Links Transcriptional And Epigenetic Heterogeneity,Nature methods,26752769,GSE074535_GSE074534_GSE068642_GSE056879
The Branching Point In Erythro-Myeloid Differentiation,Cell,26687356,notAvailable
Cd5L/Aim Regulates Lipid Biosynthesis And Restrains Th17 Cell Pathogenicity,Cell,26607793,notAvailable
Fixed Single-Cell Transcriptomic Characterization Of Human Radial Glial Diversity,Nature methods,26524239,GSE071858
Rna-Seq Of Single Prostate Ctcs Implicates Noncanonical Wnt Signaling In Antiandrogen Resistance,"Science (New York, N.Y.)",26383955,GSE067980
Single Cell Activity Reveals Direct Electron Transfer In Methanotrophic Consortia,Nature,26375009,notAvailable
Bet Inhibitor Resistance Emerges From Leukaemia Stem Cells,Nature,26367796,GSE063683_GSE063682_GSE063681_GSE063575
Single-Cell Analysis: The Differences That Kill,Cell,26359980,notAvailable
Interactive Analysis And Assessment Of Single-Cell Copy-Number Variations,Nature methods,26344043,notAvailable
Regulating Anxiety With Extrasynaptic Inhibition,Nature neuroscience,26322928,notAvailable
Programmed Synthesis Of Three-Dimensional Tissues,Nature methods,26322836,notAvailable
"Reply To: ""Validating Subcellular Thermal Changes Revealed By Fluorescent Thermosensors"" And ""The 10(5) Gap Issue Between Calculation And Measurement In Single-Cell Thermometry""",Nature methods,26317235,notAvailable
The 10(5) Gap Issue Between Calculation And Measurement In Single-Cell Thermometry,Nature methods,26317234,notAvailable
A Spatial Model Predicts That Dispersal And Cell Turnover Limit Intratumour Heterogeneity,Nature,26308893,notAvailable
Trajectories Of Cell-Cycle Progression From Fixed Cell Populations,Nature methods,26301842,notAvailable
Oscope Identifies Oscillatory Genes In Unsynchronized Single-Cell Rna-Seq Experiments,Nature methods,26301841,GSE064016
In Situ Single-Cell Analysis Identifies Heterogeneity For Pik3Ca Mutation And Her2 Amplification In Her2-Positive Breast Cancer,Nature genetics,26301495,notAvailable
Single-Cell Rna-Seq With Waterfall Reveals Molecular Cascades Underlying Adult Neurogenesis,Cell stem cell,26299571,GSE071485
Condensin- And Replication-Mediated Bacterial Chromosome Folding And Origin Condensation Revealed By Hi-C And Super-Resolution Imaging,Molecular cell,26295962,notAvailable
High-Throughput Pairing Of T Cell Receptor Α And Β Sequences,Science translational medicine,26290413,notAvailable
Single-Cell Messenger Rna Sequencing Reveals Rare Intestinal Cell Types,Nature,26287467,GSE062270
Monitoring Mitochondrial Pyruvate Carrier Activity In Real Time Using A Bret-Based Biosensor: Investigation Of The Warburg Effect,Molecular cell,26253029,notAvailable
Single-Cell Transcriptome Analysis Reveals Coordinated Ectopic Gene-Expression Patterns In Medullary Thymic Epithelial Cells,Nature immunology,26237553,notAvailable
Aire Controls Gene Expression In The Thymic Epithelium With Ordered Stochasticity,Nature immunology,26237550,GSE070798
Single-Cell Transcriptomics Reveals A Population Of Dormant Neural Stem Cells That Become Activated Upon Brain Injury,Cell stem cell,26235341,GSE067833
Human Nk Cell Repertoire Diversity Reflects Immune Experience And Correlates With Viral Susceptibility,Science translational medicine,26203083,notAvailable
Single-Cell Mrna Profiling Reveals Cell-Type-Specific Expression Of Neurexin Isoforms,Neuron,26182417,notAvailable
Matching Cell Type To Function In Cortical Circuits,Neuron,26182411,notAvailable
Delineating Cancer Evolution With Single-Cell Sequencing,Science translational medicine,26180099,notAvailable
"Preconditioning Allows Engraftment Of Mouse And Human Embryonic Lung Cells, Enabling Lung Repair In Mice",Nature medicine,26168294,notAvailable
Photoswitchable Inhibitors Of Microtubule Dynamics Optically Control Mitosis And Cell Death,Cell,26165941,notAvailable
Two Routes To Senescence Revealed By Real-Time Analysis Of Telomerase-Negative Single Lineages,Nature communications,26158780,notAvailable
Prediction Model For Aneuploidy In Early Human Embryo Development Revealed By Single-Cell Analysis,Nature communications,26151134,notAvailable
Probing The Target Search Of Dna-Binding Proteins In Mammalian Cells Using Tetr As Model Searcher,Nature communications,26151127,notAvailable
Multitarget Super-Resolution Microscopy With High-Density Labeling By Exchangeable Probes,Nature methods,26147917,notAvailable
Presynaptic Networks. Single-Cell-Initiated Monosynaptic Tracing Reveals Layer-Specific Cortical Network Modules,"Science (New York, N.Y.)",26138975,notAvailable
Eye-Like Ocelloids Are Built From Different Endosymbiotically Acquired Components,Nature,26131935,notAvailable
Digital Microfluidic Immunocytochemistry In Single Cells,Nature communications,26104298,notAvailable
Single-Cell Magnetic Imaging Using A Quantum Diamond Microscope,Nature methods,26098019,notAvailable
Data-Driven Phenotypic Dissection Of Aml Reveals Progenitor-Like Cells That Correlate With Prognosis,Cell,26095251,notAvailable
Linking Micronuclei To Chromosome Fragmentation,Cell,26091034,notAvailable
Avian Models For Human Cognitive Neuroscience: A Proposal,Neuron,26087161,notAvailable
Single-Cell Chromatin Accessibility Reveals Principles Of Regulatory Variation,Nature,26083756,GSE065360
Single Molecule-Level Detection And Long Read-Based Phasing Of Epigenetic Variations In Bacterial Methylomes,Nature communications,26074426,notAvailable
Identification Of Cdc1- And Cdc2-Committed Dc Progenitors Reveals Early Lineage Priming At The Common Dc Progenitor Stage In The Bone Marrow,Nature immunology,26054720,GSE060783_GSE060782_GSE060781
Tip Cell-Specific Requirement For An Atypical Gpr124- And Reck-Dependent Wnt/Β-Catenin Pathway During Brain Angiogenesis,eLife,26051822,notAvailable
"Bringing Blood Stem Cell Phenotype, Genotype, And Function Closer Together",Cell stem cell,26046754,notAvailable
The Transcriptome And Dna Methylome Landscapes Of Human Primordial Germ Cells,Cell,26046443,GSE063818
